id,transaction_id,date,amount,merchant_name,card_type,transaction_country,risk_score,fraud_outcome,triggering_rule,flagging_severity
819,TXN-100818,2025-07-31 19:00:00,61.51,Shopify Merchant,Credit,Canada,26,Legitimate,BN-102,Info
820,TXN-100819,2025-07-31 20:00:00,141.68,DoorDash,Credit,United Kingdom,45,Legitimate,,
821,TXN-100820,2025-07-31 20:00:00,49.92,Google Play,Debit,Nigeria,32,Legitimate,,
822,TXN-100821,2025-07-31 20:00:00,32.23,Uber,Credit,United States,21,Legitimate,,
823,TXN-100822,2025-07-31 21:00:00,10.98,Uber,Credit,United States,64,Legitimate,,
824,TXN-100823,2025-08-01 00:00:00,2049.10,Shopify Merchant,Credit,Japan,62,Confirmed Fraud,ND-504b,Critical
825,TXN-100824,2025-08-01 00:00:00,46.77,Best Buy,Credit,United States,25,Legitimate,,
826,TXN-100825,2025-08-01 00:00:00,24.60,Netflix,Debit,United Kingdom,41,Legitimate,,
827,TXN-100826,2025-08-01 02:00:00,69.05,Unknown Merchant,Credit,United Kingdom,32,Legitimate,,
828,TXN-100827,2025-08-01 02:00:00,155.97,DoorDash,Credit,Brazil,55,Confirmed Fraud,IP-519b,Critical
829,TXN-100828,2025-08-01 03:00:00,52.31,Spotify,Debit,Canada,25,Legitimate,ND-504b,Critical
830,TXN-100829,2025-08-01 03:00:00,24.98,Best Buy,Credit,Canada,7,Legitimate,,
831,TXN-100830,2025-08-01 03:00:00,140.15,Steam Games,Debit,United Kingdom,0,Legitimate,,
832,TXN-100831,2025-08-01 03:00:00,363.52,Netflix,Credit,India,48,Legitimate,,
833,TXN-100832,2025-08-01 04:00:00,382.07,Booking.com,Credit,United Kingdom,43,Pending Review,CA-221,Warning
834,TXN-100833,2025-08-01 04:00:00,82.67,AirBnB,Debit,Canada,51,Legitimate,,
835,TXN-100834,2025-08-01 05:00:00,14.71,Spotify,Credit,India,24,Legitimate,,
836,TXN-100835,2025-08-01 06:00:00,7.05,Steam Games,Prepaid,Indonesia,26,Legitimate,AT-415,Info
837,TXN-100836,2025-08-01 07:00:00,84.82,AirBnB,Credit,United States,26,Legitimate,,
838,TXN-100837,2025-08-01 07:00:00,104.86,Stripe Payment,Prepaid,Canada,56,Legitimate,,
839,TXN-100838,2025-08-01 08:00:00,56.21,Amazon,Credit,China,41,Legitimate,,
840,TXN-100839,2025-08-01 09:00:00,212.47,Apple Store,Debit,United Kingdom,18,Legitimate,,
841,TXN-100840,2025-08-01 09:00:00,19.45,Uber,Credit,United States,15,Legitimate,,
842,TXN-100841,2025-08-01 12:00:00,9.43,Steam Games,Debit,United Kingdom,52,Legitimate,,
843,TXN-100842,2025-08-01 13:00:00,278.18,Uber,Credit,United States,52,Confirmed Fraud,IP-519b,Critical
844,TXN-100843,2025-08-01 15:00:00,154.41,Steam Games,Credit,Canada,19,Legitimate,ML-660,Info
845,TXN-100844,2025-08-01 17:00:00,40.15,Apple Store,Credit,United States,39,Legitimate,,
846,TXN-100845,2025-08-01 17:00:00,16.89,DoorDash,Debit,Germany,40,Legitimate,,
847,TXN-100846,2025-08-01 18:00:00,148.72,Stripe Payment,Debit,Brazil,78,Confirmed Fraud,CA-221b,Critical
848,TXN-100847,2025-08-01 18:00:00,44.71,AirBnB,Credit,Germany,42,Legitimate,,
849,TXN-100848,2025-08-01 18:00:00,20.49,Walmart,Prepaid,United States,41,Legitimate,,
850,TXN-100849,2025-08-01 18:00:00,78.23,Booking.com,Debit,United States,27,Legitimate,,
851,TXN-100850,2025-08-01 18:00:00,16.68,Unknown Merchant,Debit,China,20,Legitimate,,
852,TXN-100851,2025-08-01 19:00:00,45.70,Stripe Payment,Credit,Canada,3,Legitimate,,
853,TXN-100852,2025-08-01 19:00:00,19.41,Steam Games,Credit,Canada,36,Legitimate,,
854,TXN-100853,2025-08-01 19:00:00,49.87,Booking.com,Debit,United Kingdom,26,Legitimate,,
855,TXN-100854,2025-08-01 19:00:00,31.84,AirBnB,Credit,United Kingdom,30,Legitimate,,
856,TXN-100855,2025-08-01 20:00:00,43.68,Unknown Merchant,Credit,United States,14,Legitimate,CA-221,Info
857,TXN-100856,2025-08-01 20:00:00,57.90,Best Buy,Prepaid,United States,28,Legitimate,,
858,TXN-100857,2025-08-01 21:00:00,25.41,Uber,Credit,Canada,31,Legitimate,,
859,TXN-100858,2025-08-01 21:00:00,45.02,Best Buy,Credit,Brazil,0,Legitimate,,
860,TXN-100859,2025-08-01 21:00:00,120.28,Amazon,Credit,Canada,15,Legitimate,,
861,TXN-100860,2025-08-01 21:00:00,147.34,PayPal Transfer,Credit,Russia,6,Legitimate,,
862,TXN-100861,2025-08-01 23:00:00,101.18,Best Buy,Credit,Canada,18,Legitimate,CA-221,Warning
863,TXN-100862,2025-08-02 01:00:00,14.25,Uber,Credit,Australia,37,Legitimate,,
864,TXN-100863,2025-08-02 04:00:00,36.46,PayPal Transfer,Debit,United States,52,Legitimate,,
865,TXN-100864,2025-08-02 04:00:00,53.45,Shell Gas,Debit,Brazil,43,Legitimate,,
866,TXN-100865,2025-08-02 06:00:00,18.91,Google Play,Credit,Japan,59,Legitimate,,
867,TXN-100866,2025-08-02 07:00:00,151.14,Etsy Shop,Credit,Germany,40,Legitimate,,
868,TXN-100867,2025-08-02 10:00:00,35.84,Apple Store,Credit,United States,11,Legitimate,,
869,TXN-100868,2025-08-02 10:00:00,1664.55,Booking.com,Prepaid,Nigeria,93,Confirmed Fraud,ND-504b,Warning
870,TXN-100869,2025-08-02 11:00:00,38.85,Etsy Shop,Credit,Mexico,29,Legitimate,,
871,TXN-100870,2025-08-02 12:00:00,45.78,Best Buy,Credit,United States,21,Legitimate,,
872,TXN-100871,2025-08-02 12:00:00,59.21,Etsy Shop,Credit,Mexico,0,Legitimate,,
873,TXN-100872,2025-08-02 13:00:00,14.33,AirBnB,Credit,Russia,25,Legitimate,,
874,TXN-100873,2025-08-02 13:00:00,120.97,Shell Gas,Credit,China,50,Legitimate,,
875,TXN-100874,2025-08-02 13:00:00,74.46,Unknown Merchant,Debit,United States,17,Legitimate,,
876,TXN-100875,2025-08-02 14:00:00,105.43,Shell Gas,Debit,United Kingdom,12,Legitimate,,
877,TXN-100876,2025-08-02 14:00:00,44.58,Walmart,Credit,United States,25,Legitimate,,
878,TXN-100877,2025-08-02 17:00:00,30.86,Spotify,Debit,Mexico,4,Legitimate,,
879,TXN-100878,2025-08-02 18:00:00,579.33,Uber,Prepaid,United States,82,Confirmed Fraud,VD-338b,Warning
880,TXN-100879,2025-08-02 20:00:00,51.91,Steam Games,Credit,Canada,20,Legitimate,,
881,TXN-100880,2025-08-02 20:00:00,5.07,Target,Credit,Canada,27,Legitimate,,
882,TXN-100881,2025-08-02 20:00:00,40.19,PayPal Transfer,Credit,India,18,Legitimate,,
883,TXN-100882,2025-08-02 21:00:00,49.57,Instacart,Credit,United States,55,Legitimate,,
884,TXN-100883,2025-08-02 23:00:00,69.76,Etsy Shop,Credit,Germany,82,Pending Review,VD-338,Critical
885,TXN-100884,2025-08-03 00:00:00,57.30,Uber,Credit,India,0,Legitimate,,
886,TXN-100885,2025-08-03 00:00:00,16.85,Apple Store,Credit,Germany,44,Legitimate,VD-338,Warning
887,TXN-100886,2025-08-03 00:00:00,26.43,DoorDash,Credit,India,40,Legitimate,,
888,TXN-100887,2025-08-03 01:00:00,59.88,Etsy Shop,Credit,Nigeria,60,Confirmed Fraud,CA-221,Critical
889,TXN-100888,2025-08-03 02:00:00,10.10,Amazon,Debit,United Kingdom,79,Confirmed Fraud,VD-338b,Warning
890,TXN-100889,2025-08-03 02:00:00,5.61,Stripe Payment,Credit,United Kingdom,23,Legitimate,ND-504,Warning
891,TXN-100890,2025-08-03 03:00:00,15.54,Amazon,Debit,Brazil,9,Legitimate,,
892,TXN-100891,2025-08-03 03:00:00,61.34,Walmart,Debit,United States,11,Legitimate,ND-504,Info
893,TXN-100892,2025-08-03 04:00:00,585.81,Instacart,Debit,United States,64,Confirmed Fraud,IP-519,Critical
894,TXN-100893,2025-08-03 06:00:00,36.49,Target,Credit,Germany,28,Legitimate,,
895,TXN-100894,2025-08-03 07:00:00,182.03,Walmart,Debit,India,75,Confirmed Fraud,VD-338b,Critical
896,TXN-100895,2025-08-03 07:00:00,11.15,Netflix,Credit,India,0,Legitimate,,
897,TXN-100896,2025-08-03 08:00:00,26.78,Best Buy,Credit,United States,11,Legitimate,,
898,TXN-100897,2025-08-03 08:00:00,16.55,Amazon,Credit,United States,31,Legitimate,,
899,TXN-100898,2025-08-03 10:00:00,98.86,Target,Debit,United States,70,Confirmed Fraud,IP-519,Warning
900,TXN-100899,2025-08-03 12:00:00,39.09,Walmart,Credit,Germany,31,Legitimate,DV-812,Info
901,TXN-100900,2025-08-03 12:00:00,29.97,Booking.com,Credit,United States,29,Legitimate,,
902,TXN-100901,2025-08-03 14:00:00,148.00,Unknown Merchant,Credit,Nigeria,2,Legitimate,,
903,TXN-100902,2025-08-03 14:00:00,145.75,Netflix,Credit,Canada,32,Legitimate,BN-102,Warning
904,TXN-100903,2025-08-03 15:00:00,11.00,Booking.com,Credit,United States,44,Legitimate,CA-221b,Warning
905,TXN-100904,2025-08-03 15:00:00,16.98,Netflix,Credit,United States,20,Legitimate,,
906,TXN-100905,2025-08-03 16:00:00,145.96,Unknown Merchant,Credit,China,50,Legitimate,,
907,TXN-100906,2025-08-03 18:00:00,38.48,Uber,Credit,United States,3,Legitimate,,
908,TXN-100907,2025-08-03 19:00:00,32.20,DoorDash,Prepaid,India,37,Legitimate,,
909,TXN-100908,2025-08-03 19:00:00,126.73,Google Play,Credit,Russia,69,Confirmed Fraud,CA-221,Warning
910,TXN-100909,2025-08-03 20:00:00,21.67,Stripe Payment,Debit,South Korea,22,Legitimate,CA-221,Info
911,TXN-100910,2025-08-03 20:00:00,15.47,Apple Store,Credit,South Korea,24,Legitimate,,
912,TXN-100911,2025-08-03 21:00:00,61.53,Booking.com,Prepaid,Brazil,49,Legitimate,,
913,TXN-100912,2025-08-03 23:00:00,27.93,Best Buy,Credit,Brazil,18,Legitimate,,
914,TXN-100913,2025-08-03 23:00:00,21.34,Google Play,Credit,Nigeria,42,Legitimate,,
915,TXN-100914,2025-08-04 00:00:00,35.15,Netflix,Credit,United Kingdom,0,Legitimate,,
916,TXN-100915,2025-08-04 01:00:00,7.07,Amazon,Credit,Germany,11,Legitimate,,
917,TXN-100916,2025-08-04 02:00:00,89.87,Target,Credit,Nigeria,21,Legitimate,,
918,TXN-100917,2025-08-04 03:00:00,20.09,Netflix,Debit,Germany,0,Legitimate,,
919,TXN-100918,2025-08-04 03:00:00,52.44,Shopify Merchant,Credit,United States,33,Legitimate,,
920,TXN-100919,2025-08-04 04:00:00,25.63,Stripe Payment,Credit,United States,23,Legitimate,,
921,TXN-100920,2025-08-04 04:00:00,21.29,Unknown Merchant,Prepaid,United States,44,Legitimate,,
922,TXN-100921,2025-08-04 04:00:00,10.86,Booking.com,Credit,Canada,28,Legitimate,,
923,TXN-100922,2025-08-04 05:00:00,18.46,Walmart,Credit,Canada,0,Legitimate,,
924,TXN-100923,2025-08-04 06:00:00,31.61,Amazon,Credit,United States,0,Legitimate,ND-504b,Info
925,TXN-100924,2025-08-04 07:00:00,222.12,Steam Games,Credit,United States,33,Pending Review,ML-660,Warning
926,TXN-100925,2025-08-04 07:00:00,71.80,Netflix,Debit,Australia,14,Legitimate,,
927,TXN-100926,2025-08-04 07:00:00,47.47,Netflix,Debit,Germany,30,Legitimate,,
928,TXN-100927,2025-08-04 07:00:00,122.49,Booking.com,Credit,Canada,16,Legitimate,,
929,TXN-100928,2025-08-04 09:00:00,29.60,Best Buy,Debit,Nigeria,38,Legitimate,,
930,TXN-100929,2025-08-04 10:00:00,135.35,Apple Store,Prepaid,United States,77,Confirmed Fraud,CA-221,Info
931,TXN-100930,2025-08-04 11:00:00,61.22,Shell Gas,Debit,United States,52,Legitimate,,
932,TXN-100931,2025-08-04 11:00:00,40.73,Uber,Credit,Russia,21,Legitimate,,
933,TXN-100932,2025-08-04 11:00:00,80.53,Etsy Shop,Credit,United States,23,Legitimate,,
934,TXN-100933,2025-08-04 11:00:00,24.33,Netflix,Credit,Germany,30,Legitimate,,
935,TXN-100934,2025-08-04 12:00:00,14.15,AirBnB,Credit,Nigeria,30,Legitimate,,
936,TXN-100935,2025-08-04 13:00:00,63.79,Uber,Credit,Canada,27,Legitimate,,
937,TXN-100936,2025-08-04 13:00:00,136.49,Best Buy,Prepaid,India,47,Legitimate,,
938,TXN-100937,2025-08-04 13:00:00,56.99,Stripe Payment,Credit,Canada,0,Legitimate,,
939,TXN-100938,2025-08-04 14:00:00,39.37,Instacart,Debit,Canada,12,Legitimate,,
940,TXN-100939,2025-08-04 17:00:00,6.20,Apple Store,Debit,Canada,36,Legitimate,,
941,TXN-100940,2025-08-04 18:00:00,145.94,PayPal Transfer,Debit,India,12,Legitimate,TP-290,Info
942,TXN-100941,2025-08-04 18:00:00,231.22,AirBnB,Debit,India,30,Legitimate,,
943,TXN-100942,2025-08-04 21:00:00,18094.79,Stripe Payment,Credit,United Kingdom,77,Confirmed Fraud,ND-504,Critical
944,TXN-100943,2025-08-04 21:00:00,20.90,DoorDash,Credit,Nigeria,23,Legitimate,IP-519b,Warning
945,TXN-100944,2025-08-04 21:00:00,45.72,DoorDash,Credit,United States,3,Legitimate,,
946,TXN-100945,2025-08-04 22:00:00,2037.71,Shopify Merchant,Credit,Mexico,68,Confirmed Fraud,IP-519,Critical
947,TXN-100946,2025-08-04 22:00:00,42.05,Stripe Payment,Prepaid,Australia,16,Legitimate,,
948,TXN-100947,2025-08-04 23:00:00,22.68,DoorDash,Credit,Canada,20,Legitimate,,
949,TXN-100948,2025-08-04 23:00:00,405.43,Target,Credit,United States,87,Confirmed Fraud,CA-221,Critical
950,TXN-100949,2025-08-05 00:00:00,21.57,Uber,Debit,Nigeria,57,Legitimate,,
951,TXN-100950,2025-08-05 00:00:00,74.96,Shopify Merchant,Credit,India,21,Legitimate,VD-338b,Info
952,TXN-100951,2025-08-05 00:00:00,112.94,Shopify Merchant,Debit,United Kingdom,58,Legitimate,,
953,TXN-100952,2025-08-05 00:00:00,90.08,Netflix,Credit,Canada,67,Legitimate,GE-773,Warning
954,TXN-100953,2025-08-05 01:00:00,2881.54,Amazon,Debit,Nigeria,47,Confirmed Fraud,VD-338,Info
955,TXN-100954,2025-08-05 02:00:00,305.97,Apple Store,Credit,Brazil,82,Confirmed Fraud,ND-504,Critical
956,TXN-100955,2025-08-05 02:00:00,27.08,Shell Gas,Credit,Nigeria,46,Legitimate,,
957,TXN-100956,2025-08-05 02:00:00,17.27,Stripe Payment,Credit,India,29,Legitimate,,
958,TXN-100957,2025-08-05 03:00:00,95.94,Best Buy,Credit,Nigeria,41,Legitimate,,
959,TXN-100958,2025-08-05 05:00:00,9.61,PayPal Transfer,Credit,United States,22,Legitimate,,
960,TXN-100959,2025-08-05 05:00:00,29.61,Steam Games,Debit,Nigeria,70,Confirmed Fraud,ND-504b,Critical
961,TXN-100960,2025-08-05 06:00:00,33.45,AirBnB,Debit,Canada,19,Legitimate,,
962,TXN-100961,2025-08-05 07:00:00,165.86,Best Buy,Credit,India,21,Legitimate,,
963,TXN-100962,2025-08-05 08:00:00,168.84,Uber,Prepaid,Nigeria,83,Confirmed Fraud,CA-221b,Warning
964,TXN-100963,2025-08-05 08:00:00,52.83,AirBnB,Credit,Canada,31,Legitimate,,
965,TXN-100964,2025-08-05 08:00:00,153.66,DoorDash,Credit,United States,9,Legitimate,,
966,TXN-100965,2025-08-05 09:00:00,85.57,PayPal Transfer,Debit,Canada,37,Legitimate,CA-221,Info
967,TXN-100966,2025-08-05 09:00:00,172.62,Shell Gas,Credit,Germany,38,Legitimate,,
968,TXN-100967,2025-08-05 11:00:00,128.36,Apple Store,Credit,United States,22,Legitimate,,
969,TXN-100968,2025-08-05 11:00:00,140.62,Target,Credit,United States,13,Legitimate,,
970,TXN-100969,2025-08-05 11:00:00,19.29,Shell Gas,Debit,United States,36,Legitimate,DV-812,Warning
971,TXN-100970,2025-08-05 12:00:00,28.37,PayPal Transfer,Credit,United States,9,Legitimate,,
972,TXN-100971,2025-08-05 12:00:00,5073.71,AirBnB,Credit,United Kingdom,87,Confirmed Fraud,CA-221,Warning
973,TXN-100972,2025-08-05 16:00:00,51.22,Google Play,Credit,Canada,0,Legitimate,CA-221,Warning
974,TXN-100973,2025-08-05 16:00:00,40.01,Target,Credit,United Kingdom,19,Legitimate,,
975,TXN-100974,2025-08-05 17:00:00,57.76,Amazon,Debit,United States,32,Legitimate,,
976,TXN-100975,2025-08-05 19:00:00,9.79,Walmart,Credit,India,0,Legitimate,,
977,TXN-100976,2025-08-06 00:00:00,20.78,Amazon,Credit,United Kingdom,24,Legitimate,,
978,TXN-100977,2025-08-06 00:00:00,75.68,Spotify,Prepaid,United Kingdom,17,Legitimate,,
979,TXN-100978,2025-08-06 01:00:00,10.00,Booking.com,Credit,India,73,Confirmed Fraud,IP-519b,Warning
980,TXN-100979,2025-08-06 01:00:00,17.27,Netflix,Prepaid,Canada,15,Legitimate,CR-145,Warning
981,TXN-100980,2025-08-06 03:00:00,9.56,Stripe Payment,Debit,Brazil,22,Legitimate,,
982,TXN-100981,2025-08-06 03:00:00,11.83,Booking.com,Debit,South Korea,24,Legitimate,,
983,TXN-100982,2025-08-06 05:00:00,59.05,Stripe Payment,Debit,United States,17,Legitimate,,
984,TXN-100983,2025-08-06 05:00:00,80.05,Target,Debit,United States,35,Pending Review,CR-145,Info
985,TXN-100984,2025-08-06 06:00:00,38.10,Netflix,Credit,United States,39,Legitimate,,
986,TXN-100985,2025-08-06 06:00:00,133.93,DoorDash,Credit,Nigeria,1,Legitimate,,
987,TXN-100986,2025-08-06 07:00:00,7.83,Amazon,Prepaid,Brazil,19,Legitimate,,
988,TXN-100987,2025-08-06 08:00:00,16.68,Booking.com,Credit,France,10,Legitimate,,
989,TXN-100988,2025-08-06 08:00:00,20.21,Walmart,Prepaid,Canada,27,Legitimate,,
990,TXN-100989,2025-08-06 08:00:00,18.98,Unknown Merchant,Credit,Canada,8,Legitimate,ML-660,Warning
991,TXN-100990,2025-08-06 09:00:00,38.10,Best Buy,Credit,Germany,31,Legitimate,,
992,TXN-100991,2025-08-06 09:00:00,95.07,Target,Debit,United Kingdom,65,Pending Review,CR-145,Info
993,TXN-100992,2025-08-06 09:00:00,6918.58,Instacart,Debit,China,64,Confirmed Fraud,VD-338b,Warning
994,TXN-100993,2025-08-06 09:00:00,61.83,Instacart,Credit,India,0,Legitimate,,
995,TXN-100994,2025-08-06 12:00:00,550.89,Best Buy,Credit,United Kingdom,24,Legitimate,,
996,TXN-100995,2025-08-06 12:00:00,58.94,Steam Games,Prepaid,Brazil,25,Legitimate,,
997,TXN-100996,2025-08-06 12:00:00,30.07,Etsy Shop,Prepaid,United Kingdom,8,Legitimate,,
998,TXN-100997,2025-08-06 12:00:00,191.19,Steam Games,Credit,United Kingdom,23,Legitimate,,
999,TXN-100998,2025-08-06 12:00:00,20.92,Best Buy,Credit,United States,14,Legitimate,,
1000,TXN-100999,2025-08-06 15:00:00,109.63,Booking.com,Prepaid,Australia,94,Pending Review,ML-660,Critical
1001,TXN-101000,2025-08-06 15:00:00,131.02,DoorDash,Prepaid,Germany,28,Legitimate,TP-290,Warning
1002,TXN-101001,2025-08-06 16:00:00,228.51,Apple Store,Prepaid,Brazil,34,Legitimate,,
1003,TXN-101002,2025-08-06 18:00:00,1474.00,Netflix,Prepaid,China,67,Confirmed Fraud,IP-519b,Critical
1004,TXN-101003,2025-08-06 19:00:00,95.54,Unknown Merchant,Credit,India,20,Legitimate,,
1005,TXN-101004,2025-08-06 20:00:00,314.46,Stripe Payment,Debit,Canada,29,Legitimate,,
1006,TXN-101005,2025-08-06 21:00:00,39.17,PayPal Transfer,Debit,India,17,Legitimate,,
1007,TXN-101006,2025-08-06 21:00:00,16.34,Target,Credit,United States,16,Legitimate,,
1008,TXN-101007,2025-08-06 21:00:00,362.56,Booking.com,Debit,United States,2,Legitimate,,
1009,TXN-101008,2025-08-06 21:00:00,95.58,Google Play,Credit,Japan,47,Legitimate,CR-145,Warning
1010,TXN-101009,2025-08-06 21:00:00,202.17,Stripe Payment,Debit,Russia,34,Legitimate,,
1011,TXN-101010,2025-08-06 22:00:00,76.18,Uber,Debit,Nigeria,76,Pending Review,VD-338,Warning
1012,TXN-101011,2025-08-06 23:00:00,25.37,Booking.com,Debit,South Korea,8,Legitimate,,
1013,TXN-101012,2025-08-07 00:00:00,16.70,Apple Store,Credit,China,13,Legitimate,,
1014,TXN-101013,2025-08-07 01:00:00,24.90,Netflix,Credit,Nigeria,6,Legitimate,,
1015,TXN-101014,2025-08-07 03:00:00,23.81,Apple Store,Debit,United Kingdom,35,Legitimate,VD-338,Info
1016,TXN-101015,2025-08-07 04:00:00,207.04,Netflix,Credit,United States,25,Legitimate,,
1017,TXN-101016,2025-08-07 05:00:00,14.48,Walmart,Debit,United States,41,Legitimate,IP-519b,Warning
1018,TXN-101017,2025-08-07 06:00:00,11.41,Spotify,Prepaid,Brazil,38,Pending Review,VD-338b,Warning
1019,TXN-101018,2025-08-07 07:00:00,114.10,DoorDash,Debit,Germany,16,Legitimate,,
1020,TXN-101019,2025-08-07 07:00:00,88.35,AirBnB,Debit,United States,7,Legitimate,,
1021,TXN-101020,2025-08-07 07:00:00,68.18,Booking.com,Credit,Canada,48,Legitimate,,
1022,TXN-101021,2025-08-07 09:00:00,114.57,Netflix,Debit,Germany,27,Legitimate,,
1023,TXN-101022,2025-08-07 10:00:00,6.26,Shell Gas,Debit,United States,23,Legitimate,,
1024,TXN-101023,2025-08-07 12:00:00,34.85,Shell Gas,Prepaid,South Korea,0,Legitimate,ML-660,Warning
1025,TXN-101024,2025-08-07 12:00:00,24.46,Booking.com,Credit,United Kingdom,29,Legitimate,,
1026,TXN-101025,2025-08-07 16:00:00,60.79,Shopify Merchant,Debit,United Kingdom,12,Legitimate,,
1027,TXN-101026,2025-08-07 16:00:00,249.24,AirBnB,Debit,Germany,0,Legitimate,ND-504b,Warning
1028,TXN-101027,2025-08-07 16:00:00,7.83,Steam Games,Credit,United States,16,Legitimate,,
1029,TXN-101028,2025-08-07 20:00:00,27.10,Walmart,Debit,China,31,Legitimate,ND-504,Warning
1030,TXN-101029,2025-08-07 20:00:00,4.17,Google Play,Credit,Brazil,55,Legitimate,ML-660,Warning
1031,TXN-101030,2025-08-07 20:00:00,68.42,Uber,Credit,Mexico,41,Legitimate,ML-660,Info
1032,TXN-101031,2025-08-07 22:00:00,81.99,Google Play,Credit,United States,65,Confirmed Fraud,IP-519,Warning
1033,TXN-101032,2025-08-07 23:00:00,51.72,Apple Store,Credit,India,33,Legitimate,,
1034,TXN-101033,2025-08-08 01:00:00,18.13,Shell Gas,Prepaid,South Korea,39,Legitimate,,
1035,TXN-101034,2025-08-08 04:00:00,18.16,DoorDash,Credit,United States,10,Legitimate,,
1036,TXN-101035,2025-08-08 04:00:00,966.81,Booking.com,Debit,Brazil,79,Confirmed Fraud,VD-338,Critical
1037,TXN-101036,2025-08-08 07:00:00,169.08,Walmart,Credit,Canada,44,Legitimate,ND-504,Info
1038,TXN-101037,2025-08-08 08:00:00,39.44,Shell Gas,Debit,Brazil,37,Legitimate,ND-504b,Info
1039,TXN-101038,2025-08-08 09:00:00,30.79,Best Buy,Debit,Indonesia,52,Legitimate,ND-504b,Info
1040,TXN-101039,2025-08-08 09:00:00,54.62,Stripe Payment,Credit,Russia,34,Legitimate,,
1041,TXN-101040,2025-08-08 10:00:00,41.76,Shopify Merchant,Credit,Brazil,28,Legitimate,,
1042,TXN-101041,2025-08-08 11:00:00,156.87,Target,Credit,United States,39,Legitimate,,
1043,TXN-101042,2025-08-08 12:00:00,32.40,Instacart,Credit,Brazil,26,Legitimate,,
1044,TXN-101043,2025-08-08 13:00:00,7.53,Spotify,Debit,Nigeria,0,Legitimate,AT-415,Info
1045,TXN-101044,2025-08-08 13:00:00,28.04,Google Play,Credit,United States,2,Legitimate,,
1046,TXN-101045,2025-08-08 14:00:00,11.51,AirBnB,Debit,Germany,28,Legitimate,IP-519b,Info
1047,TXN-101046,2025-08-08 15:00:00,36.14,Best Buy,Debit,United States,42,Legitimate,,
1048,TXN-101047,2025-08-08 16:00:00,72.29,Steam Games,Credit,Russia,47,Legitimate,,
1049,TXN-101048,2025-08-08 16:00:00,50.60,Amazon,Credit,China,15,Legitimate,,
1050,TXN-101049,2025-08-08 17:00:00,2396.52,Steam Games,Debit,Russia,76,Confirmed Fraud,IP-519b,Critical
1051,TXN-101050,2025-08-08 17:00:00,9.47,Uber,Prepaid,India,34,Legitimate,TP-290,Info
1052,TXN-101051,2025-08-08 19:00:00,212.17,Shell Gas,Debit,Mexico,32,Legitimate,,
1053,TXN-101052,2025-08-08 20:00:00,104.59,Amazon,Debit,Germany,31,Legitimate,,
1054,TXN-101053,2025-08-08 20:00:00,289.23,Target,Credit,China,43,Legitimate,,
1055,TXN-101054,2025-08-08 20:00:00,28.19,Shell Gas,Credit,Nigeria,36,Legitimate,,
1056,TXN-101055,2025-08-08 21:00:00,48.37,Walmart,Credit,United States,18,Legitimate,,
1057,TXN-101056,2025-08-08 21:00:00,43.21,AirBnB,Credit,United States,1,Legitimate,,
1058,TXN-101057,2025-08-08 22:00:00,44.87,PayPal Transfer,Prepaid,United Kingdom,49,Legitimate,,
1059,TXN-101058,2025-08-08 22:00:00,24.80,Netflix,Credit,Brazil,18,Legitimate,,
1060,TXN-101059,2025-08-08 22:00:00,26.90,Instacart,Prepaid,Japan,0,Legitimate,,
1061,TXN-101060,2025-08-08 23:00:00,17.14,Steam Games,Credit,United States,4,Legitimate,,
1062,TXN-101061,2025-08-08 23:00:00,73.49,Shopify Merchant,Debit,Canada,20,Legitimate,AT-415,Info
1063,TXN-101062,2025-08-09 01:00:00,86.29,Target,Debit,United Kingdom,23,Legitimate,,
1064,TXN-101063,2025-08-09 01:00:00,25.20,AirBnB,Debit,United States,20,Legitimate,VD-338,Warning
1065,TXN-101064,2025-08-09 02:00:00,115.43,Uber,Debit,India,77,Confirmed Fraud,IP-519,Info
1066,TXN-101065,2025-08-09 02:00:00,27.45,Unknown Merchant,Credit,United States,41,Legitimate,,
1067,TXN-101066,2025-08-09 02:00:00,125.70,Spotify,Credit,United Kingdom,47,Legitimate,,
1068,TXN-101067,2025-08-09 03:00:00,331.10,Spotify,Debit,United States,86,Confirmed Fraud,ND-504,Critical
1069,TXN-101068,2025-08-09 04:00:00,73.76,Apple Store,Credit,Japan,11,Legitimate,,
1070,TXN-101069,2025-08-09 05:00:00,15.02,Spotify,Prepaid,United States,36,Legitimate,,
1071,TXN-101070,2025-08-09 06:00:00,165.02,Instacart,Debit,Germany,83,Confirmed Fraud,IP-519,Warning
1072,TXN-101071,2025-08-09 07:00:00,7.23,Apple Store,Credit,Canada,16,Legitimate,,
1073,TXN-101072,2025-08-09 07:00:00,51.02,Stripe Payment,Credit,India,23,Legitimate,,
1074,TXN-101073,2025-08-09 08:00:00,67.39,Best Buy,Credit,Nigeria,21,Legitimate,,
1075,TXN-101074,2025-08-09 08:00:00,190.54,Best Buy,Credit,United Kingdom,3,Legitimate,BN-102,Warning
1076,TXN-101075,2025-08-09 09:00:00,15.33,Booking.com,Debit,United States,50,Legitimate,,
1077,TXN-101076,2025-08-09 09:00:00,157.64,Amazon,Credit,Nigeria,78,Confirmed Fraud,ND-504,Warning
1078,TXN-101077,2025-08-09 10:00:00,22.50,Netflix,Credit,South Korea,12,Legitimate,,
1079,TXN-101078,2025-08-09 11:00:00,190.97,Instacart,Debit,United States,25,Legitimate,CA-221,Info
